RegistrationID,BuildingID,BoroID_x,Boro,HouseNumber,LowHouseNumber,HighHouseNumber,StreetName,StreetCode,Zip,Block,Lot,BIN,CommunityBoard,LastRegistrationDate,RegistrationEndDate,ADDRESS_ID,H_NO,the_geom,HNO_SUFFIX,HYPHEN_TYP,SIDE_OF_ST,SPECIAL_CO,BOROCODE,ZIPCODE,CREATED,MODIFIED,ST_NAME,HN_RNG_SUF,HN_RNG,PHYSICALID,PRE_MODIFI,PRE_DIRECT,PRE_TYPE,POST_TYPE,POST_DIREC,POST_MODIF,FULL_STREE,geometry,250m_to_2018_dev,no_proximity_newdev_x,lat,lon,apt_num,Unnamed: 0,year,no_proximity_newdev_y,BoroID_y,rent_price_cleaned,Co-purchase Allowed,Sublets Allowed,Smoke-free,Bike Room,Swimming Pool,NYC Storm Zone 6,Cats and Dogs Allowed,NYC Storm Zone 4,Pets Allowed,Package Room,Doorman,Full-time Doorman,NYC Storm Zone 3,Children's Playroom,Virtual Doorman,Garden,Parking Available,Concierge,Gym,Laundry in Building,Patio,Parents Buying Allowed,Hot Tub,Garage Parking,NYC Storm Zone 1,Valet,NYC Storm Zone 5,Pied-a-Terre Allowed,Green Building,Live-in Super,Roof Deck,Elevator,Cold Storage,Deck,Waterfront,NYC Storm Zone 2,Storage Available,Community Recreation Facilities,Media Room,has_amenity
125727,25811,1,MANHATTAN,174,174,174,MULBERRY STREET,26990,10013.0,471,34,1006978.0,2,07/19/2019,11/01/2020,1008860,174,POINT (-73.99692447047953 40.720009423895526),,N,2,,1,10013.0,04/06/2009 12:00:00 AM +0000,,MULBERRY,,,16661,,,,ST,,,MULBERRY ST,POINT (-73.99692447047953 40.72000942389553),False,True,-73.99692447047953,40.72000942389553,6.0,1490.5,2018.3333333333333,True,1.0,5300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
916889,931872,4,QUEENS,107-39,107-39,107-39,157 STREET,23790,11433.0,10125,121,4534236.0,12,,09/01/2018,9103006,107-39,POINT (-73.7957827095618 40.69544658670849),,Q,1,,4,11433.0,04/15/2011 12:00:00 AM +0000,03/26/2018 12:00:00 AM +0000,157,,,25537,,,,ST,,,157 ST,POINT (-73.79578270956181 40.69544658670849),False,True,-73.79578270956179,40.69544658670849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
121197,16445,1,MANHATTAN,438,438,438,EAST 77 STREET,18530,10075.0,1471,29,1045964.0,8,10/30/2020,09/01/2021,1036341,438,POINT (-73.95197232684494 40.77020938450705),,N,2,,1,10021.0,04/06/2009 12:00:00 AM +0000,06/26/2009 12:00:00 AM +0000,77,,,81911,,E,,ST,,,E  77 ST,POINT (-73.95197232684494 40.77020938450705),False,True,-73.95197232684494,40.77020938450705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
212660,109235,2,BRONX,3212,3212,3212,SEYMOUR AVENUE,64420,10469.0,4741,37,2060968.0,12,08/28/2006,10/01/2007,2067734,3212,POINT (-73.84698924800429 40.87272134363243),,N,2,,2,10469.0,03/16/2009 12:00:00 AM +0000,,SEYMOUR,,,56186,,,,AVE,,,SEYMOUR AVE,POINT (-73.84698924800429 40.87272134363243),False,True,-73.84698924800429,40.87272134363243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
404565,661695,4,QUEENS,63-28,63-28,63-28,HARING STREET,48690,11374.0,3110,21,4073163.0,6,10/22/2020,09/01/2021,81361,63-28,POINT (-73.8665485863072 40.72588540603363),,Q,2,,4,11374.0,09/23/2008 12:00:00 AM +0000,,HARING,,,80474,,,,ST,,,HARING ST,POINT (-73.8665485863072 40.72588540603363),False,True,-73.8665485863072,40.72588540603363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
211384,51951,2,BRONX,345,345,345,BRONX PARK AVENUE,15120,10460.0,3906,23,2028351.0,6,11/17/2017,09/01/2018,2044002,345,POINT (-73.87649284409103 40.83881361697955),,N,1,,2,10460.0,03/16/2009 12:00:00 AM +0000,,BRONX PARK,,,84798,,,,AVE,,,BRONX PARK AVE,POINT (-73.87649284409103 40.83881361697955),False,True,-73.87649284409103,40.83881361697954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
117323,13225,1,MANHATTAN,138,138,138,EAST 34 STREET,17670,10016.0,889,62,1018509.0,6,09/16/2020,09/01/2021,1021226,138,POINT (-73.97943112366075 40.74610919999542),,N,2,,1,10016.0,04/06/2009 12:00:00 AM +0000,,34,,,4116,,E,,ST,,,E  34 ST,POINT (-73.97943112366075 40.74610919999542),False,True,-73.97943112366075,40.74610919999542,1.0,195.5,2017.0,True,1.0,2148.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
117323,13225,1,MANHATTAN,138,138,138,EAST 34 STREET,17670,10016.0,889,62,1018509.0,6,09/16/2020,09/01/2021,1021226,138,POINT (-73.97943112366075 40.74610919999542),,N,2,,1,10016.0,04/06/2009 12:00:00 AM +0000,,34,,,4116,,E,,ST,,,E  34 ST,POINT (-73.97943112366075 40.74610919999542),False,True,-73.97943112366075,40.74610919999542,2.0,203.5,2017.0,True,1.0,2148.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
117323,13225,1,MANHATTAN,138,138,138,EAST 34 STREET,17670,10016.0,889,62,1018509.0,6,09/16/2020,09/01/2021,1021226,138,POINT (-73.97943112366075 40.74610919999542),,N,2,,1,10016.0,04/06/2009 12:00:00 AM +0000,,34,,,4116,,E,,ST,,,E  34 ST,POINT (-73.97943112366075 40.74610919999542),False,True,-73.97943112366075,40.74610919999542,5.0,211.5,2017.0,True,1.0,2148.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
117323,13225,1,MANHATTAN,138,138,138,EAST 34 STREET,17670,10016.0,889,62,1018509.0,6,09/16/2020,09/01/2021,1021226,138,POINT (-73.97943112366075 40.74610919999542),,N,2,,1,10016.0,04/06/2009 12:00:00 AM +0000,,34,,,4116,,E,,ST,,,E  34 ST,POINT (-73.97943112366075 40.74610919999542),False,True,-73.97943112366075,40.74610919999542,6.0,217.5,2018.0,True,1.0,2172.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
423252,439790,4,QUEENS,90-22,90-22,90-22,50 AVENUE,10790,11373.0,1852,7,4045691.0,4,08/19/2020,09/01/2021,51226,90-22,POINT (-73.87347286708514 40.740236203766095),,Q,2,,4,11373.0,09/23/2008 12:00:00 AM +0000,,50,,,80630,,,,AVE,,,50 AVE,POINT (-73.87347286708514 40.7402362037661),False,True,-73.87347286708514,40.740236203766095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
911747,918560,4,QUEENS,64-06,64-06,64-08,224 STREET,27040,11364.0,7658,2,4459676.0,11,08/06/2020,09/01/2021,358716,64-08,POINT (-73.75302490855239 40.748310490462494),,Q,2,,4,11364.0,09/23/2008 12:00:00 AM +0000,,224,,,92740,,,,ST,,,224 ST,POINT (-73.75302490855239 40.74831049046249),False,True,-73.75302490855239,40.748310490462494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
423040,667638,4,QUEENS,144-19,144-19,144-19,JAMAICA AVENUE,51090,11435.0,9674,42,4206702.0,12,09/17/2020,09/01/2021,229560,144-19,POINT (-73.81076454267468 40.70224739647136),,Q,1,,4,11435.0,09/23/2008 12:00:00 AM +0000,,JAMAICA,,,6440,,,,AVE,,,JAMAICA AVE,POINT (-73.81076454267468 40.70224739647136),False,True,-73.81076454267469,40.70224739647136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
610946,4372,1,MANHATTAN,37,37,43,8 AVENUE,10810,10014.0,626,44,1011660.0,2,08/29/2020,09/01/2021,1014464,37,POINT (-74.00410531799342 40.73836163426751),,N,1,,1,10014.0,04/06/2009 12:00:00 AM +0000,12/10/2020 12:00:00 AM +0000,8,,,1101,,,,AVE,,,8 AVE,POINT (-74.00410531799342 40.73836163426751),False,True,-74.00410531799342,40.738361634267505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
302009,151962,3,BROOKLYN,520,520,520,46 STREET,8880,11220.0,757,12,3011898.0,7,08/29/2020,09/01/2021,3015901,520,POINT (-74.00748956459809 40.646930692228416),,N,2,,3,11220.0,02/13/2009 12:00:00 AM +0000,,46,,,51258,,,,ST,,,46 ST,POINT (-74.00748956459809 40.64693069222842),False,True,-74.00748956459809,40.646930692228416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
407650,679507,4,QUEENS,88-25,88-25,88-25,MERRICK BOULEVARD,55590,11432.0,9817,1,4210067.0,12,09/03/2020,09/01/2021,233456,166-05,POINT (-73.79512679282321 40.70828649377903),,Q,1,,4,11432.0,09/23/2008 12:00:00 AM +0000,,89,,,20099,,,,AVE,,,89 AVE,POINT (-73.79512679282321 40.70828649377903),False,True,-73.7951267928232,40.70828649377903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
423638,428728,4,QUEENS,81-09,81-09,81-09,41 AVENUE,9540,11373.0,1492,7501,4307358.0,4,11/12/2019,11/01/2020,41627,81-09,POINT (-73.88442885477868 40.74598440466843),,Q,1,,4,11373.0,09/23/2008 12:00:00 AM +0000,09/08/2014 12:00:00 AM +0000,41,,,13017,,,,AVE,,,41 AVE,POINT (-73.88442885477868 40.74598440466843),False,True,-73.88442885477869,40.745984404668434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
911736,834832,4,QUEENS,196-11,196-11,196-11,69 AVENUE,14490,11365.0,7117,51,4444112.0,8,09/11/2020,09/01/2021,168139,196-11,POINT (-73.77644480298608 40.73539665419359),,Q,1,,4,11365.0,09/23/2008 12:00:00 AM +0000,12/04/2017 12:00:00 AM +0000,73,,,18407,,,,AVE,,,73 AVE,POINT (-73.77644480298608 40.73539665419359),False,True,-73.77644480298608,40.73539665419359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
913319,912904,4,QUEENS,82-49,82-49,82-49,LANGDALE STREET,52840,11040.0,8764,1,4448352.0,13,11/23/2020,09/01/2021,351151,82-25,POINT (-73.70080569724287 40.742366057586786),,Q,1,,4,11040.0,09/23/2008 12:00:00 AM +0000,06/26/2009 12:00:00 AM +0000,LANGDALE,,,78425,,,,ST,,,LANGDALE ST,POINT (-73.70080569724287 40.74236605758679),False,True,-73.70080569724287,40.742366057586786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
432894,989336,4,QUEENS,2-06A,2-06A,2-06C,CONSTITUTION PLACE,39674,11356.0,3916,7508,4611169.0,7,10/07/2020,09/01/2021,5189174,2-06,POINT (-73.84605614977657 40.794971198213496),B,Q,2,,4,11356.0,10/26/2018 12:00:00 AM +0000,,CONSTITUTION,,,174888,,,,PL,,,CONSTITUTION PL,POINT (-73.84605614977657 40.7949711982135),False,True,-73.84605614977656,40.79497119821349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
911743,478941,4,QUEENS,21-36,21-36,21-36,78 STREET,16290,11370.0,973,7501,4449177.0,1,09/21/2020,09/01/2021,25624,21-36,POINT (-73.89184749505331 40.76948156360871),,Q,2,,4,11370.0,09/23/2008 12:00:00 AM +0000,,78,,,93322,,,,ST,,,78 ST,POINT (-73.89184749505331 40.76948156360871),False,True,-73.89184749505331,40.769481563608714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
216285,122944,2,BRONX,1201,1201,1205,WHITE PLAINS ROAD,77150,10472.0,3767,1,2024852.0,9,12/08/2020,09/01/2021,2099883,1883,POINT (-73.86217852267262 40.83053060277654),,N,1,,2,10472.0,03/16/2009 12:00:00 AM +0000,06/21/2017 12:00:00 AM +0000,GLEASON,,,50657,,,,AVE,,,GLEASON AVE,POINT (-73.86217852267262 40.83053060277654),False,True,-73.86217852267262,40.830530602776534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
14853,716290,5,STATEN ISLAND,141,141,141,BLACKFORD AVENUE,18910,10302.0,1100,7,5025916.0,1,09/17/2019,11/01/2020,5031785,141,POINT (-74.14024399351237 40.63272985253847),,N,2,,5,10302.0,02/20/2009 12:00:00 AM +0000,,BLACKFORD,,,60732,,,,AVE,,,BLACKFORD AVE,POINT (-74.14024399351237 40.63272985253847),False,True,-74.14024399351237,40.63272985253847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
380303,883235,3,BROOKLYN,712,712,712,EAST 103 STREET,38200,11236.0,8190,39,3341265.0,18,10/14/2020,09/01/2021,3287400,712,POINT (-73.89775365486098 40.647753280883265),,N,2,,3,11236.0,02/13/2009 12:00:00 AM +0000,,103,,,74825,,E,,ST,,,E  103 ST,POINT (-73.89775365486098 40.64775328088326),False,True,-73.89775365486098,40.64775328088327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
377262,173306,3,BROOKLYN,1830,1830,1830,77 STREET,10430,11214.0,6249,16,3161492.0,11,10/28/2020,09/01/2021,3207250,1830,POINT (-73.99650410831319 40.611644400810384),,N,2,,3,11214.0,02/13/2009 12:00:00 AM +0000,,77,,,43113,,,,ST,,,77 ST,POINT (-73.99650410831319 40.61164440081038),False,True,-73.99650410831319,40.611644400810384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
402861,698427,4,QUEENS,87-87,87-75,87-87,SUTPHIN BOULEVARD,64790,11435.0,9692,45,4207072.0,12,09/16/2020,09/01/2021,10173116,87-77,POINT (-73.80926099729078 40.705186080116576),,Q,1,,4,11435.0,11/21/2017 12:00:00 AM +0000,04/11/2018 12:00:00 AM +0000,SUTPHIN,,,25763,,,,BLVD,,,SUTPHIN BLVD,POINT (-73.80926099729078 40.70518608011658),False,True,-73.80926099729078,40.705186080116576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
821361,276680,3,BROOKLYN,641,641,641,EAST 78 STREET,37500,11236.0,7983,27,3223476.0,18,11/30/2020,09/01/2021,3280078,641,POINT (-73.91739709609877 40.63711122022246),,N,1,,3,11236.0,02/13/2009 12:00:00 AM +0000,,78,,,65833,,E,,ST,,,E  78 ST,POINT (-73.91739709609877 40.63711122022246),False,True,-73.91739709609877,40.63711122022246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
911741,920710,4,QUEENS,72-39,72-39,72-39,LITTLE NECK PARKWAY,54120,11004.0,8442,1,4463814.0,13,08/30/2020,09/01/2021,5148900,72-39,POINT (-73.71975610231685 40.75060273235476),,Q,1,,4,11004.0,03/18/2013 12:00:00 AM +0000,12/10/2013 12:00:00 AM +0000,LITTLE NECK,,,30288,,,,PKWY,,,LITTLE NECK PKWY,POINT (-73.71975610231685 40.75060273235476),False,True,-73.71975610231685,40.75060273235476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
430436,943159,4,QUEENS,46-17,46-17,46-23,SKILLMAN AVENUE,62590,11104.0,149,1,4448562.0,2,11/13/2020,09/01/2021,1947,46-19,POINT (-73.91751017757905 40.746634798897155),,Q,1,,4,11104.0,09/23/2008 12:00:00 AM +0000,02/27/2015 12:00:00 AM +0000,SKILLMAN,,,8366,,,,AVE,,,SKILLMAN AVE,POINT (-73.91751017757905 40.74663479889715),False,True,-73.91751017757905,40.746634798897155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
205872,77611,2,BRONX,5724,5724,5724,FARADAY AVENUE,32220,10471.0,5853,2199,2084857.0,8,11/15/2020,09/01/2021,2097781,5724,POINT (-73.89907203968248 40.90480891115397),,N,2,,2,10471.0,03/16/2009 12:00:00 AM +0000,,FARADAY,,,64409,,,,AVE,,,FARADAY AVE,POINT (-73.89907203968248 40.90480891115397),False,True,-73.89907203968248,40.90480891115397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
914953,562577,4,QUEENS,33-60,33-60,33-60,154 STREET,23540,11354.0,5238,68,4118381.0,7,01/20/2021,09/01/2021,130735,33-60,POINT (-73.81090492984862 40.76687245362251),,Q,2,,4,11354.0,09/23/2008 12:00:00 AM +0000,,154,,,17451,,,,ST,,,154 ST,POINT (-73.81090492984862 40.76687245362251),False,True,-73.81090492984862,40.76687245362251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
379850,822012,3,BROOKLYN,2310,2310,2310,65 STREET,9830,11204.0,6580,7502,3348854.0,11,07/20/2020,09/01/2021,3220928,2302,POINT (-73.97927261743352 40.612348328767325),,R,2,,3,11204.0,02/13/2009 12:00:00 AM +0000,,65,,2310,53304,,,,ST,,,65 ST,POINT (-73.97927261743352 40.61234832876733),False,True,-73.97927261743352,40.612348328767325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
15531,728910,5,STATEN ISLAND,77,77,77,DECKER AVENUE,25650,10302.0,1043,48,5024558.0,1,12/26/2018,09/01/2019,5030178,77,POINT (-74.13441048411036 40.63034740944357),,N,1,,5,10302.0,02/20/2009 12:00:00 AM +0000,,DECKER,,,60754,,,,AVE,,,DECKER AVE,POINT (-74.13441048411036 40.63034740944357),False,True,-74.13441048411036,40.630347409443566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
131759,27763,1,MANHATTAN,41,41,41,SPRING STREET,30790,10012.0,494,7501,1077745.0,2,08/20/2019,11/01/2020,1009576,41,POINT (-73.99595385415964 40.721908028651775),,N,2,,1,10012.0,04/06/2009 12:00:00 AM +0000,06/26/2009 12:00:00 AM +0000,SPRING,,,1241,,,,ST,,,SPRING ST,POINT (-73.99595385415964 40.72190802865178),False,True,-73.99595385415964,40.72190802865177,1.0,1276.5,2018.0,True,1.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
368107,312467,3,BROOKLYN,4211,4211,4211,HIGHLAND AVENUE,49730,11224.0,6973,5,3188259.0,13,04/01/1993,09/30/1994,3238174,4211,POINT (-74.00806502559203 40.578151039715465),,N,2,,3,11224.0,02/13/2009 12:00:00 AM +0000,,HIGHLAND,,,94365,,,,AVE,,,HIGHLAND AVE,POINT (-74.00806502559203 40.57815103971546),False,True,-74.00806502559203,40.578151039715465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
420449,407647,4,QUEENS,125-05,125-05,125-05,23 AVENUE,6940,11356.0,4201,1,4099586.0,7,12/23/2020,09/01/2021,110979,125-05,POINT (-73.84314349612458 40.77873822564886),,Q,1,,4,11356.0,09/23/2008 12:00:00 AM +0000,,23,,,83344,,,,AVE,,,23 AVE,POINT (-73.84314349612458 40.77873822564886),False,True,-73.84314349612458,40.77873822564886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
118875,14420,1,MANHATTAN,430,430,430,EAST 56 STREET,18110,10022.0,1367,35,1040465.0,6,08/21/2020,09/01/2021,1032683,430,POINT (-73.96248344488411 40.75713076687067),,N,2,,1,10022.0,04/06/2009 12:00:00 AM +0000,01/06/2021 12:00:00 AM +0000,56,,,189696,,E,,ST,,,E  56 ST,POINT (-73.96248344488411 40.75713076687067),False,True,-73.96248344488411,40.757130766870674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
327985,316878,3,BROOKLYN,1383,1383,1383,JEFFERSON AVENUE,53030,11237.0,3385,65,3077729.0,4,11/20/2020,09/01/2021,3103303,1383,POINT (-73.91003842360242 40.69476639184875),,N,1,,3,11237.0,02/13/2009 12:00:00 AM +0000,,JEFFERSON,,,72922,,,,AVE,,,JEFFERSON AVE,POINT (-73.91003842360242 40.69476639184875),False,True,-73.91003842360242,40.69476639184875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
913489,506987,4,QUEENS,89-39,89-39,89-39,96 STREET,18890,11421.0,8976,34,4185876.0,9,12/28/2013,09/01/2014,207016,89-39,POINT (-73.84766771939455 40.69091651520236),,Q,1,,4,11421.0,09/23/2008 12:00:00 AM +0000,,96,,,30651,,,,ST,,,96 ST,POINT (-73.84766771939455 40.69091651520236),False,True,-73.84766771939455,40.69091651520236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
820743,284696,3,BROOKLYN,1048,1048,1048,EAST 98 STREET,38130,11236.0,8185,43,3254772.0,18,10/30/2020,09/01/2021,3287221,9724,POINT (-73.90153728155967 40.64550133646727),,R,2,,3,11236.0,02/13/2009 12:00:00 AM +0000,,GLENWOOD,,9730,66763,,,,RD,,,GLENWOOD RD,POINT (-73.90153728155967 40.64550133646727),False,True,-73.90153728155967,40.64550133646728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
217399,91161,2,BRONX,3051,3051,3051,LAFAYETTE AVENUE,45120,10465.0,5426,1,2076635.0,10,12/23/2014,09/01/2015,2086491,3051,POINT (-73.82232993768032 40.83133362291494),,N,1,,2,10465.0,03/16/2009 12:00:00 AM +0000,,LAFAYETTE,,,58614,,,,AVE,,,LAFAYETTE AVE,POINT (-73.82232993768032 40.83133362291494),False,True,-73.82232993768031,40.83133362291494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
411043,425517,4,QUEENS,108-16,108-16,108-16,38 AVENUE,8990,11368.0,1779,2,4044750.0,3,09/22/2015,09/01/2016,50242,108-16,POINT (-73.85894989552908 40.75240472090534),,Q,2,,4,11368.0,09/23/2008 12:00:00 AM +0000,,38,,,33662,,,,AVE,,,38 AVE,POINT (-73.85894989552908 40.75240472090534),False,True,-73.85894989552908,40.75240472090534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
361182,222024,3,BROOKLYN,400,400,400,CLERMONT AVENUE,27030,11238.0,1958,32,3055884.0,2,08/19/2020,09/01/2021,3070581,400,POINT (-73.96953395629104 40.685757098644736),,N,2,,3,11238.0,02/13/2009 12:00:00 AM +0000,,CLERMONT,,,90385,,,,AVE,,,CLERMONT AVE,POINT (-73.96953395629104 40.68575709864474),False,True,-73.96953395629104,40.685757098644736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
427841,885582,4,QUEENS,109-17,109-17,109-17,46 AVENUE,10290,11368.0,2001,52,4049428.0,4,10/12/2020,09/01/2021,9207756,109-17,POINT (-73.85487379776548 40.748129512824725),,Q,1,,4,11368.0,06/15/2011 12:00:00 AM +0000,,46,,,93431,,,,AVE,,,46 AVE,POINT (-73.85487379776548 40.74812951282473),False,True,-73.85487379776548,40.748129512824725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
406220,470298,4,QUEENS,78-59,78-59,78-59,73 PLACE,15440,11385.0,3823,93,4093127.0,5,11/05/2020,09/01/2021,103393,78-59,POINT (-73.87535188822187 40.7025687762503),,Q,1,,4,11385.0,09/23/2008 12:00:00 AM +0000,,73,,,12519,,,,PL,,,73 PL,POINT (-73.87535188822187 40.7025687762503),False,True,-73.87535188822187,40.702568776250295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
373442,269777,3,BROOKLYN,1261,1261,1261,EAST 54 STREET,37180,11234.0,7802,21,3216602.0,18,11/16/2020,09/01/2021,3272145,1261,POINT (-73.92360910376044 40.62705774926739),,N,1,,3,11234.0,02/13/2009 12:00:00 AM +0000,,54,,,68746,,E,,ST,,,E  54 ST,POINT (-73.92360910376044 40.62705774926739),False,True,-73.92360910376043,40.627057749267394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
913236,923837,4,QUEENS,61-23,61-23,61-23,255 STREET,27262,11362.0,8367,2,4454129.0,11,12/31/2020,09/01/2021,192678,255-02,POINT (-73.7237615570295 40.75806172068542),,Q,2,,4,11362.0,09/23/2008 12:00:00 AM +0000,01/18/2017 12:00:00 AM +0000,61,,,34552,,,,AVE,,,61 AVE,POINT (-73.7237615570295 40.75806172068542),False,True,-73.72376155702949,40.75806172068542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
355199,368924,3,BROOKLYN,423,423,423,SENATOR STREET,76230,11220.0,5851,72,3144526.0,10,07/17/2020,09/01/2021,3188155,423,POINT (-74.02215690677409 40.63588496030231),,N,1,,3,11220.0,02/13/2009 12:00:00 AM +0000,,SENATOR,,,95432,,,,ST,,,SENATOR ST,POINT (-74.02215690677409 40.63588496030231),False,True,-74.02215690677409,40.63588496030231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
126906,42120,1,MANHATTAN,405,405,405,WEST 147 STREET,36710,10031.0,2062,30,1061449.0,9,09/17/2020,09/01/2021,1053273,405,POINT (-73.94409317713472 40.82556772562322),,N,2,,1,10031.0,04/06/2009 12:00:00 AM +0000,,147,,,81864,,W,,ST,,,W  147 ST,POINT (-73.94409317713472 40.82556772562322),False,True,-73.94409317713472,40.825567725623216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
417595,697934,4,QUEENS,1629,1629,1629,SUMMERFIELD STREET,64690,11385.0,3554,87,4085771.0,5,12/16/2020,09/01/2021,95385,1629,POINT (-73.90192337700259 40.69543607626326),,N,1,,4,11385.0,09/23/2008 12:00:00 AM +0000,,SUMMERFIELD,,,82632,,,,ST,,,SUMMERFIELD ST,POINT (-73.90192337700259 40.69543607626326),False,True,-73.90192337700259,40.695436076263256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
